id,type,name,address
b544f528-c1f7-4fde-b112-bf24cd9fd2a1,매머드익스프레스,매머드익스프레스 한남동4호점,울산 중구 39길 56
4c8523b2-5699-46ef-a636-0d548f3012c3,바나프레소,바나프레소 이태원2호점,광주 동구 29길 45
3405535b-f137-40a6-9981-df58e5808557,할리스,할리스 연남동6호점,인천 중구 3길 99
9d417a3e-b7e5-4965-bb6c-9cb8241f65bc,바나프레소,바나프레소 연남동3호점,부산 동구 97길 71
60030c98-9dfc-43bf-b85a-1806824d9c84,할리스,할리스 건대10호점,부산 서구 3길 55
6b467097-2811-4257-b151-3dfec04053a1,컴포즈커피,컴포즈커피 연남동8호점,광주 서구 57길 16
4cb45086-020a-474f-b23a-f0b9b6d83941,더벤티,더벤티 신촌3호점,울산 서구 39길 36
f96cc891-8d31-4665-a775-70964f55f327,매머드익스프레스,매머드익스프레스 종로6호점,인천 동구 33길 1
829a2990-a894-4622-ad51-574ee227c897,할리스,할리스 잠실5호점,서울 동구 69길 33
742607e7-4039-42c1-8b4a-ab884666231e,할리스,할리스 여의도4호점,부산 중구 79길 22
54af93cc-1e2b-4c77-a2b1-6ba7523abae1,바나프레소,바나프레소 건대6호점,서울 북구 54길 50
1173b57e-d925-401f-8af6-a654b6966bd8,매머드익스프레스,매머드익스프레스 종로6호점,울산 동구 27길 96
335736b2-83ba-46a5-9fdb-91110acbd5ed,컴포즈커피,컴포즈커피 이태원6호점,대구 동구 81길 53
5279f776-334b-4338-8fe5-7d92f45316d8,컴포즈커피,컴포즈커피 신촌4호점,서울 서구 1길 47
99e20600-82fa-4ab4-a630-1733196454ac,메가커피,메가커피 동대문5호점,대구 중구 89길 77
57329c0e-ffd3-4fc0-a0b3-f09d5a6a371c,매머드익스프레스,매머드익스프레스 한남동8호점,인천 중구 7길 10
a9f01455-108d-43a5-8a59-b954cdc8d439,메가커피,메가커피 동대문5호점,인천 남구 59길 63
03b1adb8-95ef-45a4-91a5-79b9b6c07fe9,이디야,이디야 강남4호점,부산 서구 32길 15
47015192-c47b-400a-8d9e-e17253ab538d,스타벅스,스타벅스 여의도7호점,인천 남구 9길 65
a50819f1-19ef-4026-aa15-b2c81b95cee3,컴포즈커피,컴포즈커피 가로수길8호점,광주 동구 50길 21
f56b7f49-ad36-486a-8d24-34b6190fb6a1,메가커피,메가커피 한남동1호점,대구 북구 46길 68
316da414-ea08-4509-9b6c-573a51d294a4,바나프레소,바나프레소 종로8호점,대구 동구 92길 37
